"date" "nazva" "TSP" "SO2" "CO" "NO2" "NO" "H2S" "C6H6O" "NH3" "CH2O"
2014-10-18 "ПСЗ-7" NA 0.017 2 0.043 NA 2e-04 0 0.015 0.005
2014-10-20 "ПСЗ-1" NA 0.018 2 0.05 NA 7e-04 0 0.027 0.004
2014-10-20 "ПСЗ-2" NA 0.028 2 0.045 NA 0.0013 3e-04 0.023 0.0055
2014-10-20 "ПСЗ-3" NA 0.02 1 0.03 0.015 0 0 0.007 0.0015
2014-10-20 "ПСЗ-6" 0.6 0.02 2 0.045 NA 3e-04 0 0.013 0.004
2014-10-20 "ПСЗ-7" NA 0.024 2 0.045 NA 0.0027 0.002 0.047 0.0085
2014-10-21 "ПСЗ-1" NA 0.022 2 0.065 NA 0.0015 5e-04 0.022 0.0065
2014-10-21 "ПСЗ-2" NA 0.032 2 0.055 NA 0.001 0.001 0.015 0.0055
2014-10-21 "ПСЗ-3" NA 0.015 2 0.037 0.02 8e-04 0 0.008 0.0045
2014-10-21 "ПСЗ-6" 0.45 0.024 2 0.063 NA 0.0012 2e-04 0.012 0.0065
2014-10-21 "ПСЗ-7" NA 0.041 3 0.083 NA 0.0028 0.002 0.035 0.015
2014-10-22 "ПСЗ-1" NA 0.02 3 0.11 NA 0.002 0.0028 0.055 0.0115
2014-10-22 "ПСЗ-2" NA 0.018 3 0.105 NA 0.0042 0.0032 0.052 0.012
2014-10-22 "ПСЗ-3" NA 0.022 3 0.063 0.043 0.0015 0.001 0.03 0.006
2014-10-22 "ПСЗ-6" 0.65 0.025 4 0.053 NA 8e-04 0.001 0.04 0.008
2014-10-22 "ПСЗ-7" NA 0.029 4 0.167 NA 0.0025 0.0028 0.062 0.013
2014-10-23 "ПСЗ-1" NA 0.018 2 0.06 NA 0.002 0.0015 0.042 0.006
2014-10-23 "ПСЗ-2" NA 0.02 2 0.07 NA 0.0015 0.0023 0.028 0.006
2014-10-23 "ПСЗ-3" NA 0.016 2 0.073 0.047 5e-04 8e-04 0.02 0.0055
2014-10-23 "ПСЗ-6" 0.35 0.021 2 0.053 NA 8e-04 2e-04 0.028 0.0045
2014-10-23 "ПСЗ-7" NA 0.021 2 0.053 NA 8e-04 2e-04 0.028 0.0045
2014-10-24 "ПСЗ-3" NA 0.001 2 0.025 0.003 2e-04 0 0 0.002
2014-10-24 "ПСЗ-6" 0.1 0.003 1 0.027 NA 0.0012 0.0015 0.01 0.003
2014-10-24 "ПСЗ-7" NA 0.001 0 0.013 NA 2e-04 0 0.015 0.001
2014-10-25 "ПСЗ-3" NA 0.022 2 0.06 0.033 5e-04 2e-04 0.025 0.004
2014-10-25 "ПСЗ-6" 0.25 0.033 2 0.063 NA 0.0015 0.003 0.048 0.0065
2014-10-25 "ПСЗ-7" NA 0.014 2 0.037 NA 2e-04 2e-04 0.01 0.002
2014-10-27 "ПСЗ-3" NA 0.02 2 0.065 0.045 7e-04 3e-04 0.013 0.0045
2014-10-27 "ПСЗ-6" 0.25 0.032 2 0.07 NA 0.0023 0.0013 0.05 0.007
2014-10-27 "ПСЗ-7" NA 0.018 2 0.025 NA 3e-04 3e-04 0.013 0.0025
2014-10-28 "ПСЗ-3" NA 0.019 1 0.043 0.017 0.001 2e-04 0.02 0.0035
2014-10-28 "ПСЗ-6" 0.2 0.04 2 0.087 NA 0.0025 0.0018 0.053 0.0045
2014-10-28 "ПСЗ-7" NA 0.029 2 0.037 NA 2e-04 5e-04 0.022 0.0035
2014-10-29 "ПСЗ-3" NA 0.033 2 0.027 0.013 0.0015 8e-04 0.038 0.006
2014-10-29 "ПСЗ-6" 0.65 0.051 2 0.063 NA 0.003 0.0032 0.058 0.0085
2014-10-29 "ПСЗ-7" NA 0.038 2 0.043 NA 0.0012 8e-04 0.035 0.0025
2014-10-30 "ПСЗ-3" NA 0.023 2 0.06 0.037 0.001 8e-04 0.042 0.0045
2014-10-30 "ПСЗ-6" 0.65 0.03 3 0.083 NA 0.0025 0.0023 0.073 0.0095
2014-10-30 "ПСЗ-7" NA 0.034 2 0.03 NA 0.0015 5e-04 0.045 0.006
2014-10-31 "ПСЗ-3" NA 0.031 2 0.075 0.053 0.0018 5e-04 0.048 0.0085
2014-10-31 "ПСЗ-6" 1.15 0.048 4 0.143 NA 0.0042 0.0045 0.11 0.0175
2014-10-31 "ПСЗ-7" NA 0.034 3 0.05 NA 0.001 0.001 0.048 0.01
2014-11-01 "ПСЗ-1" NA 0.02 1 0.05 NA 2e-04 0 0.032 0.006
2014-11-01 "ПСЗ-2" NA 0.024 1 0.055 NA 5e-04 0 0.03 0.004
2014-11-01 "ПСЗ-3" NA 0.029 2 0.05 0.033 2e-04 0 0.025 0.0045
2014-11-01 "ПСЗ-6" 0.3 0.032 1 0.057 NA 0.0018 0.0015 0.04 0.0035
2014-11-01 "ПСЗ-7" NA 0.025 2 0.047 NA 0 0 0.02 0.0065
2014-11-03 "ПСЗ-1" NA 0.02 3 0.07 NA 0.0013 3e-04 0.037 0.006
2014-11-03 "ПСЗ-2" NA 0.022 3 0.085 NA 0.0013 0.0013 0.023 0.0035
2014-11-03 "ПСЗ-3" NA 0.018 2 0.045 0.035 7e-04 3e-04 0.017 0.0035
2014-11-03 "ПСЗ-6" 0.7 0.016 4 0.045 NA 0.0017 0.001 0.033 0.004
2014-11-03 "ПСЗ-7" NA 0.02 2 0.085 NA 0.0023 0.0027 0.047 0.0045
2014-11-04 "ПСЗ-1" NA 0.027 3 0.11 NA 0.0028 0.003 0.112 0.013
2014-11-04 "ПСЗ-2" NA 0.032 4 0.145 NA 0.004 0.004 0.078 0.013
2014-11-04 "ПСЗ-3" NA 0.033 2 0.063 0.04 0.0025 0.0018 0.045 0.006
2014-11-04 "ПСЗ-6" 0.7 0.024 3 0.05 NA 0.0015 5e-04 0.042 0.007
2014-11-04 "ПСЗ-7" NA 0.035 4 0.137 NA 0.0023 0.0023 0.068 0.0115
2014-11-05 "ПСЗ-1" NA 0.032 3 0.08 NA 0.0023 0.0023 0.038 0.009
2014-11-05 "ПСЗ-2" NA 0.042 4 0.115 NA 0.0038 0.0045 0.095 0.0185
2014-11-05 "ПСЗ-3" NA 0.031 2 0.083 0.05 0.002 0.002 0.04 0.0075
2014-11-05 "ПСЗ-6" 0.65 0.024 2 0.067 NA 5e-04 5e-04 0.038 0.009
2014-11-05 "ПСЗ-7" NA 0.067 5 0.173 NA 0.0058 0.0055 0.1 0.0305
2014-11-06 "ПСЗ-1" NA 0.019 3 0.105 NA 0.0023 0.0015 0.052 0.0085
2014-11-06 "ПСЗ-2" NA 0.034 4 0.1 NA 0.0042 0.004 0.1 0.018
2014-11-06 "ПСЗ-3" NA 0.029 2 0.047 0.023 0.0015 0.001 0.03 0.0055
2014-11-06 "ПСЗ-6" 0.9 0.026 3 0.067 NA 8e-04 2e-04 0.04 0.0125
2014-11-06 "ПСЗ-7" NA 0.063 4 0.143 NA 0.0075 0.0052 0.115 0.0255
2014-11-07 "ПСЗ-1" NA 0.041 3 0.135 NA 0.0045 0.0042 0.065 0.0155
2014-11-07 "ПСЗ-2" NA 0.043 3 0.135 NA 0.0065 0.0045 0.105 0.02
2014-11-07 "ПСЗ-3" NA 0.028 2 0.09 0.057 0.0028 0.0025 0.05 0.01
2014-11-07 "ПСЗ-6" 0.85 0.025 4 0.057 NA 0.0015 0.001 0.053 0.0105
2014-11-07 "ПСЗ-7" NA 0.071 4 0.133 NA 0.0045 0.006 0.105 0.02
2014-11-08 "ПСЗ-1" NA 0.043 4 0.105 NA 0.0028 0.0042 0.11 0.0155
2014-11-08 "ПСЗ-2" NA 0.038 4 0.135 NA 0.0042 0.0055 0.13 0.012
2014-11-08 "ПСЗ-3" NA 0.033 2 0.103 0.08 0.0023 0.0028 0.068 0.0095
2014-11-08 "ПСЗ-6" 0.5 0.031 3 0.063 NA 8e-04 0.0012 0.055 0.01
2014-11-08 "ПСЗ-7" NA 0.053 3 0.09 NA 0.0032 0.005 0.1 0.0155
2014-11-10 "ПСЗ-1" NA 0.03 2 0.05 NA 0.001 0.002 0.033 0.005
2014-11-10 "ПСЗ-2" NA 0.026 2 0.045 NA 0.0027 0.0027 0.037 0.0065
2014-11-10 "ПСЗ-3" NA 0.027 2 0.03 0.02 0.0013 0.0013 0.03 0.0055
2014-11-10 "ПСЗ-6" 0.65 0.041 2 0.065 NA 0.0027 0.0037 0.05 0.0075
2014-11-10 "ПСЗ-7" NA 0.027 2 0.055 NA 0.001 7e-04 0.027 0.0055
2014-11-11 "ПСЗ-1" NA 0.021 6 0.115 NA 0.0018 0.002 0.05 0.007
2014-11-11 "ПСЗ-2" NA 0.016 4 0.07 NA 0.0028 0.0023 0.04 0.0075
2014-11-11 "ПСЗ-3" NA 0.026 2 0.06 0.03 0.0012 0.0018 0.032 0.0045
2014-11-11 "ПСЗ-6" 0.7 0.031 3 0.067 NA 0.0012 0.001 0.058 0.0095
2014-11-11 "ПСЗ-7" NA 0.021 2 0.04 NA 5e-04 2e-04 0.028 0.004
2014-11-12 "ПСЗ-1" NA 0.016 2 0.065 NA 0.0025 0.0028 0.042 0.0065
2014-11-12 "ПСЗ-2" NA 0.017 2 0.065 NA 0.0025 0.0028 0.042 0.0065
2014-11-12 "ПСЗ-3" NA 0.015 2 0.043 0.023 0.001 0.0018 0.035 0.005
2014-11-12 "ПСЗ-6" 0.8 0.014 2 0.06 NA 0.0012 5e-04 0.038 0.0075
2014-11-12 "ПСЗ-7" NA 0.014 2 0.04 NA 8e-04 5e-04 0.038 0.0085
2014-11-13 "ПСЗ-1" NA 0.015 2 0.065 NA 0.0023 0.0023 0.038 0.0085
2014-11-13 "ПСЗ-2" NA 0.022 2 0.06 NA 0.0032 0.002 0.035 0.008
2014-11-13 "ПСЗ-3" NA 0.018 2 0.065 0.03 0.0012 0.0012 0.04 0.009
2014-11-13 "ПСЗ-6" 0.4 0.024 2 0.06 NA 0.0015 0.0015 0.032 0.0095
2014-11-13 "ПСЗ-7" NA 0.014 2 0.073 NA 8e-04 2e-04 0.022 0.005
2014-11-14 "ПСЗ-1" NA 0.019 2 0.045 NA 0.0018 0.0015 0.045 0.007
2014-11-14 "ПСЗ-2" NA 0.03 2 0.06 NA 0.0025 0.0015 0.04 0.005
2014-11-14 "ПСЗ-3" NA 0.02 2 0.063 0.033 5e-04 5e-04 0.042 0.007
2014-11-14 "ПСЗ-6" 0.4 0.03 2 0.06 NA 0.0028 0.0025 0.075 0.017
2014-11-14 "ПСЗ-7" NA 0.024 2 0.043 NA 5e-04 5e-04 0.028 0.006
2014-11-15 "ПСЗ-1" NA 0.025 2 0.04 NA 5e-04 5e-04 0.028 0.005
2014-11-15 "ПСЗ-2" NA 0.026 2 0.04 NA 0.0015 5e-04 0.03 0.0085
2014-11-15 "ПСЗ-3" NA 0.028 2 0.053 0.027 8e-04 5e-04 0.038 0.0065
2014-11-15 "ПСЗ-6" 0.55 0.044 2 0.077 NA 0.0032 0.0038 0.048 0.0095
2014-11-15 "ПСЗ-7" NA 0.031 2 0.037 NA 5e-04 2e-04 0.028 0.005
2014-11-17 "ПСЗ-1" NA 0.006 1 0.055 NA 3e-04 3e-04 0.03 0.014
2014-11-17 "ПСЗ-2" NA 0.004 2 0.045 NA 7e-04 7e-04 0.023 0.0095
2014-11-17 "ПСЗ-3" NA 0.008 1 0.03 0.025 0 0 0.067 0.0085
2014-11-17 "ПСЗ-6" 0.3 0.007 2 0.025 NA 3e-04 7e-04 0.04 0.0115
2014-11-17 "ПСЗ-7" NA 0.005 1 0.025 NA 7e-04 3e-04 0.033 0.0065
2014-11-18 "ПСЗ-1" NA 0.009 2 0.04 NA 5e-04 0.0018 0.035 0.006
2014-11-18 "ПСЗ-2" NA 0.009 2 0.065 NA 0.001 0.0018 0.038 0.0075
2014-11-18 "ПСЗ-3" NA 0.007 2 0.05 0.027 5e-04 2e-04 0.042 0.0045
2014-11-18 "ПСЗ-6" 0.15 0.01 2 0.057 NA 8e-04 2e-04 0.045 0.007
2014-11-18 "ПСЗ-7" NA 0.013 2 0.04 NA 8e-04 5e-04 0.035 0.0085
2014-11-19 "ПСЗ-1" NA 0.001 2 0.03 NA 0.001 0.0015 0.02 0.005
2014-11-19 "ПСЗ-2" NA 0.002 2 0.05 NA 5e-04 0.002 0.028 0.0035
2014-11-19 "ПСЗ-3" NA 0.001 2 0.03 0.013 5e-04 2e-04 0.01 0.0025
2014-11-19 "ПСЗ-6" 0.05 0.003 2 0.04 NA 0.0015 0.0015 0.02 0.0095
2014-11-19 "ПСЗ-7" NA 0.002 2 0.027 NA 0.001 5e-04 0.01 0.003
2014-11-20 "ПСЗ-1" NA 0.011 2 0.105 NA 0.001 0.0012 0.02 0.0035
2014-11-20 "ПСЗ-2" NA 0.014 2 0.135 NA 0.001 0.0015 0.015 0.0055
2014-11-20 "ПСЗ-3" NA 0.007 2 0.067 0.047 8e-04 2e-04 0.017 0.003
2014-11-20 "ПСЗ-6" 0.3 0.012 2 0.08 NA 0.001 2e-04 0.022 0.005
2014-11-20 "ПСЗ-7" NA 0.007 2 0.073 NA 2e-04 0 0.012 0.005
2014-11-21 "ПСЗ-1" NA 0.012 2 0.055 NA 0.001 0.0012 0.015 0.0105
2014-11-21 "ПСЗ-2" NA 0.02 2 0.045 NA 0.0012 0.0015 0.018 0.015
2014-11-21 "ПСЗ-3" NA 0.031 2 0.12 0.067 0.0012 0.0015 0.02 0.009
2014-11-21 "ПСЗ-6" 0.4 0.025 2 0.057 NA 0.0015 0.0015 0.02 0.011
2014-11-21 "ПСЗ-7" NA 0.016 2 0.093 NA 0.001 0.0012 0.025 0.0145
2014-11-22 "ПСЗ-1" NA 0.015 2 0.05 NA 0.001 0.0015 0.025 0.004
2014-11-22 "ПСЗ-2" NA 0.018 2 0.06 NA 0.0018 0.0025 0.02 0.0055
2014-11-22 "ПСЗ-3" NA 0.023 2 0.05 0.023 0.0018 0.002 0.022 0.0045
2014-11-22 "ПСЗ-6" 0.55 0.038 2 0.07 NA 0.0025 0.0023 0.045 0.014
2014-11-22 "ПСЗ-7" NA 0.027 2 0.043 NA 5e-04 0.001 0.015 0.0065
2014-11-24 "ПСЗ-1" NA 0.011 2 0.095 NA 0.0017 0.006 0.02 0.0105
2014-11-24 "ПСЗ-2" NA 0.01 2 0.08 NA 0.0023 0.007 0.023 0.008
2014-11-24 "ПСЗ-3" NA 0.008 2 0.04 0.025 0.0017 0.006 0.023 0.025
2014-11-24 "ПСЗ-6" 0.35 0.02 2 0.08 NA 0.004 0.0057 0.037 0.0195
2014-11-24 "ПСЗ-7" NA 0.01 3 0.04 NA 0.001 0.0027 0.017 0.0265
2014-11-25 "ПСЗ-1" NA 0.012 2 0.055 NA 0.0023 0.0032 0.022 0.013
2014-11-25 "ПСЗ-2" NA 0.021 2 0.085 NA 0.003 0.0052 0.038 0.0195
2014-11-25 "ПСЗ-3" NA 0.015 2 0.06 0.027 0.0018 0.004 0.02 0.013
2014-11-25 "ПСЗ-6" 0.15 0.027 2 0.123 NA 0.004 0.0085 0.04 0.0125
2014-11-25 "ПСЗ-7" NA 0.015 2 0.13 NA 0.0018 0.0048 0.022 0.012
2014-11-26 "ПСЗ-1" NA 0.01 2 0.045 NA 0.0018 0.0028 0.03 0.018
2014-11-26 "ПСЗ-2" NA 0.012 2 0.07 NA 0.0028 0.006 0.03 0.01
2014-11-26 "ПСЗ-3" NA 0.011 2 0.05 0.023 0.0015 0.0038 0.015 0.0165
2014-11-26 "ПСЗ-6" 0.05 0.012 2 0.053 NA 0.0052 0.0062 0.073 0.019
2014-11-26 "ПСЗ-7" NA 0.022 2 0.037 NA 0.001 0.0025 0.022 0.0065
2014-11-27 "ПСЗ-1" NA 0.015 2 0.065 NA 0.0018 0.002 0.032 0.022
2014-11-27 "ПСЗ-2" NA 0.02 2 0.06 NA 0.0025 0.0025 0.038 0.005
2014-11-27 "ПСЗ-3" NA 0.015 2 0.03 0.007 0.0012 0.0015 0.038 0.0205
2014-11-27 "ПСЗ-6" 0.15 0.024 3 0.053 NA 0.004 0.0048 0.082 0.021
2014-11-27 "ПСЗ-7" NA 0.012 2 0.023 NA 0.0023 0.0023 0.04 0.0245
2014-11-28 "ПСЗ-1" NA 0.028 4 0.115 NA 0.0035 0.0032 0.06 0.0175
2014-11-28 "ПСЗ-2" NA 0.028 4 0.145 NA 0.004 0.005 0.09 0.0175
2014-11-28 "ПСЗ-3" NA 0.022 2 0.083 0.053 0.0023 0.0028 0.065 0.016
2014-11-28 "ПСЗ-6" 0.2 0.049 4 0.2 NA 0.006 0.0098 0.18 0.0335
2014-11-28 "ПСЗ-7" NA 0.029 2 0.13 NA 0.0032 0.004 0.095 0.018
2014-11-29 "ПСЗ-1" NA 0.034 2 0.1 NA 0.0042 0.0058 0.058 0.0105
2014-11-29 "ПСЗ-2" NA 0.034 4 0.2 NA 0.0052 0.0072 0.105 0.016
2014-11-29 "ПСЗ-3" NA 0.026 3 0.077 0.053 0.0032 0.0025 0.072 0.0215
2014-11-29 "ПСЗ-6" 0.15 0.07 6 0.143 NA 0.006 0.009 0.167 0.0265
2014-11-29 "ПСЗ-7" NA 0.032 3 0.107 NA 0.0035 0.0035 0.095 0.016
2014-12-01 "ПСЗ-1" NA 0.01 2 0.075 NA 0.0013 0.001 0.013 0.03
2014-12-01 "ПСЗ-2" NA 0.016 2 0.085 NA 0.0013 0.0013 0.02 0.022
2014-12-01 "ПСЗ-3" NA 0.021 2 0.05 0.025 0.0013 0.0013 0.01 0.019
2014-12-01 "ПСЗ-6" 0.2 0.03 2 0.09 NA 0.0027 0.0027 0.04 0.037
2014-12-01 "ПСЗ-7" NA 0.014 2 0.035 NA 0.0017 7e-04 0.037 0.0085
2014-12-02 "ПСЗ-1" NA 0.026 2 0.06 NA 0.0015 8e-04 0.025 0.007
2014-12-02 "ПСЗ-2" NA 0.019 2 0.085 NA 0.0018 0.0015 0.03 0.01
2014-12-02 "ПСЗ-3" NA 0.026 4 0.053 0.023 0.0012 5e-04 0.015 0.0055
2014-12-02 "ПСЗ-6" 0.55 0.038 2 0.04 NA 0.0035 0.0042 0.062 0.0155
2014-12-02 "ПСЗ-7" NA 0.013 2 0.033 NA 0.0012 0.0012 0.02 0.0035
2014-12-03 "ПСЗ-1" NA 0.034 2 0.095 NA 0.004 0.003 0.075 0.0215
2014-12-03 "ПСЗ-2" NA 0.025 3 0.08 NA 0.0032 0.0032 0.053 0.0095
2014-12-03 "ПСЗ-3" NA 0.027 2 0.05 0.03 0.0018 0.0012 0.035 0.0105
2014-12-03 "ПСЗ-6" 0.25 0.046 2 0.067 NA 0.002 0.0012 0.035 0.0145
2014-12-03 "ПСЗ-7" NA 0.028 2 0.06 NA 0.0018 0.0012 0.032 0.009
2014-12-04 "ПСЗ-1" NA 0.025 2 0.05 NA 0.0023 0.0015 0.035 0.0105
2014-12-04 "ПСЗ-2" NA 0.032 2 0.065 NA 0.0038 0.003 0.04 0.002
2014-12-04 "ПСЗ-3" NA 0.028 2 0.043 0.027 0.0015 0.0023 0.035 0.0045
2014-12-04 "ПСЗ-6" 0.3 0.044 2 0.08 NA 0.0035 0.0042 0.073 0.014
2014-12-04 "ПСЗ-7" NA 0.034 2 0.04 NA 8e-04 0.0012 0.032 0.0035
2014-12-05 "ПСЗ-1" NA 0.03 2 0.05 NA 0.001 5e-04 0.022 0.005
2014-12-05 "ПСЗ-2" NA 0.026 2 0.04 NA 0.0015 0.001 0.015 0.0065
2014-12-05 "ПСЗ-3" NA 0.023 2 0.047 0.033 0.001 5e-04 0.01 0.0045
2014-12-05 "ПСЗ-6" 0.3 0.045 2 0.067 NA 0.0025 0.0023 0.03 0.011
2014-12-05 "ПСЗ-7" NA 0.027 2 0.023 NA 5e-04 2e-04 0.01 0.0045
2014-12-06 "ПСЗ-1" NA 0.01 2 0.035 NA 0.002 0.0025 0.04 0.008
2014-12-06 "ПСЗ-2" NA 0.005 2 0.055 NA 0.003 0.003 0.06 0.008
2014-12-06 "ПСЗ-3" NA 0.005 2 0.047 0.033 0.002 0.0015 0.048 0.006
2014-12-06 "ПСЗ-6" 0.1 0.003 2 0.057 NA 0.0018 0.0012 0.025 0.006
2014-12-06 "ПСЗ-7" NA 0.002 2 0.067 NA 0.0023 0.0023 0.04 0.005
2014-12-08 "ПСЗ-1" NA 0.002 2 0.065 NA 0.0013 7e-04 0.02 0.001
2014-12-08 "ПСЗ-2" NA 0 2 0.08 NA 7e-04 7e-04 0.023 0.011
2014-12-08 "ПСЗ-3" NA 0 2 0.04 0.03 7e-04 0 0.02 0.013
2014-12-08 "ПСЗ-6" 0.1 0.001 2 0.07 NA 0.002 0.004 0.03 0.0055
2014-12-08 "ПСЗ-7" NA 0.002 2 0.05 NA 7e-04 0.0017 0.017 0.0025
2014-12-09 "ПСЗ-1" NA 0.004 2 0.07 NA 8e-04 8e-04 0.025 0.0125
2014-12-09 "ПСЗ-2" NA 0.012 2 0.055 NA 0.0012 0.0023 0.022 0.0065
2014-12-09 "ПСЗ-3" NA 0.007 2 0.047 0.02 5e-04 0.0012 0.015 0.0085
2014-12-09 "ПСЗ-6" 0.1 0.012 2 0.037 NA 0.0018 0.003 0.035 0.0115
2014-12-09 "ПСЗ-7" NA 0.005 2 0.023 NA 8e-04 0.001 0.02 0.006
2014-12-10 "ПСЗ-1" NA 0.008 2 0.05 NA 8e-04 8e-04 0.02 0.0065
2014-12-10 "ПСЗ-2" NA 0.004 2 0.045 NA 0.001 0.0012 0.025 0.0045
2014-12-10 "ПСЗ-3" NA 0.011 2 0.06 0.03 5e-04 0.001 0.015 0.0065
2014-12-10 "ПСЗ-6" 0.2 0.026 2 0.047 NA 0.0015 0.002 0.022 0.0105
2014-12-10 "ПСЗ-7" NA 0.012 2 0.053 NA 5e-04 8e-04 0.018 0.006
2014-12-11 "ПСЗ-1" NA 0.004 2 0.03 NA 0.001 0.0015 0.012 0.01
2014-12-11 "ПСЗ-2" NA 0.007 2 0.055 NA 0.002 0.0015 0.012 0.011
2014-12-11 "ПСЗ-3" NA 0.004 1 0.06 0.027 8e-04 5e-04 0.008 0.0075
2014-12-11 "ПСЗ-6" 0.25 0.003 2 0.04 NA 0.0012 0.0012 0.012 0.0105
2014-12-11 "ПСЗ-7" NA 0.006 2 0.043 NA 0.002 0.0015 0.01 0.009
2014-12-12 "ПСЗ-1" NA 0.01 2 0.035 NA 0.001 0.0012 0.015 0.012
2014-12-12 "ПСЗ-2" NA 0.01 2 0.065 NA 0.0025 0.0018 0.012 0.0135
2014-12-12 "ПСЗ-3" NA 0.003 2 0.035 0.013 8e-04 5e-04 0.01 0.014
2014-12-12 "ПСЗ-6" 0.15 0.002 2 0.03 NA 5e-04 8e-04 0.01 0.011
2014-12-12 "ПСЗ-7" NA 0.005 4 0.067 NA 0.0028 0.003 0.02 0.0205
2014-12-13 "ПСЗ-1" NA 0.006 2 0.05 NA 0.0015 0.0028 0.015 0.017
2014-12-13 "ПСЗ-2" NA 0.007 3 0.06 NA 0.0018 0.003 0.035 0.015
2014-12-13 "ПСЗ-3" NA 0.003 2 0.037 0.023 0.001 0.0018 0.015 0.0125
2014-12-13 "ПСЗ-6" 0.1 0.004 2 0.04 NA 8e-04 0.001 0.018 0.014
2014-12-13 "ПСЗ-7" NA 0.005 4 0.057 NA 0.002 0.0032 0.032 0.024
2014-12-15 "ПСЗ-1" NA 0.002 4 0.07 NA 0.0017 0.0033 0.027 0.0195
2014-12-15 "ПСЗ-2" NA 0.003 2 0.04 NA 0.002 0.0023 0.04 0.0185
2014-12-15 "ПСЗ-3" NA 0.001 2 0.055 0.025 0.0013 0.0017 0.027 0.013
2014-12-15 "ПСЗ-6" 0.3 0.006 3 0.195 NA 0.0017 0.0017 0.027 0.0125
2014-12-15 "ПСЗ-7" NA 0.01 3 0.065 NA 0.0027 0.0037 0.04 0.0245
2014-12-16 "ПСЗ-1" NA 0.016 2 0.065 NA 0.0015 0.0015 0.018 0.0155
2014-12-16 "ПСЗ-2" NA 0.014 2 0.055 NA 0.0015 0.002 0.02 0.021
2014-12-16 "ПСЗ-3" NA 0.008 2 0.017 0.01 0.001 0.0015 0.01 0.014
2014-12-16 "ПСЗ-6" 0.25 0.014 2 0.117 NA 0.0012 0.0018 0.018 0.014
2014-12-16 "ПСЗ-7" NA 0.018 2 0.07 NA 0.0023 0.003 0.04 0.024
2014-12-17 "ПСЗ-1" NA 0.011 1 0.04 NA 0.0012 0.002 0.018 0.021
2014-12-17 "ПСЗ-2" NA 0.016 2 0.055 NA 0.0015 0.003 0.02 0.018
2014-12-17 "ПСЗ-3" NA 0.009 1 0.03 0.017 8e-04 0.0012 0.01 0.0275
2014-12-17 "ПСЗ-6" 0.2 0.009 1 0.02 NA 0.001 0.001 0.015 0.019
2014-12-17 "ПСЗ-7" NA 0.027 2 0.06 NA 0.0015 0.002 0.022 0.018
2014-12-18 "ПСЗ-1" NA 0.006 1 0.035 NA 0.001 0.0018 0.02 0.009
2014-12-18 "ПСЗ-2" NA 0.016 2 0.045 NA 8e-04 0.0015 0.028 0.008
2014-12-18 "ПСЗ-3" NA 0.009 2 0.05 0.03 5e-04 8e-04 0.015 0.0135
2014-12-18 "ПСЗ-6" 0.15 0.017 2 0.04 NA 0.0012 0.0018 0.022 0.0125
2014-12-18 "ПСЗ-7" NA 0.015 1 0.043 NA 8e-04 0.0015 0.02 0.011
2014-12-19 "ПСЗ-1" NA 0.009 2 0.055 NA 0.0015 0.002 0.032 0.015
2014-12-19 "ПСЗ-2" NA 0.012 2 0.07 NA 0.0015 0.0023 0.035 0.0135
2014-12-19 "ПСЗ-3" NA 0.006 1 0.05 0.037 8e-04 0.0015 0.02 0.007
2014-12-19 "ПСЗ-6" 0.15 0.007 2 0.047 NA 0.0012 5e-04 0.015 0.0125
2014-12-19 "ПСЗ-7" NA 0.01 2 0.073 NA 0.0023 0.0025 0.032 0.0145
2014-12-20 "ПСЗ-1" NA 0.014 2 0.065 NA 0.0018 0.002 0.028 0.015
2014-12-20 "ПСЗ-2" NA 0.014 2 0.05 NA 0.0015 0.0028 0.032 0.0135
2014-12-20 "ПСЗ-3" NA 0.015 2 0.04 0.023 0.0015 0.0018 0.02 0.013
2014-12-20 "ПСЗ-6" 0.25 0.012 2 0.03 NA 0.0012 5e-04 0.022 0.009
2014-12-20 "ПСЗ-7" NA 0.027 2 0.093 NA 0.003 0.0023 0.03 0.017
2014-12-22 "ПСЗ-1" NA 0.022 1 0.055 NA 3e-04 0 0.013 0.0095
2014-12-22 "ПСЗ-2" NA 0.03 2 0.105 NA 7e-04 0.0027 0.01 0.0075
2014-12-22 "ПСЗ-3" NA 0.02 2 0.06 0.02 7e-04 0.0023 0.007 0.0065
2014-12-22 "ПСЗ-6" 0.2 0.019 3 0.035 NA 7e-04 0 0.007 0.012
2014-12-22 "ПСЗ-7" NA 0.032 2 0.055 NA 0.0013 0.0027 0.017 0.01
2014-12-23 "ПСЗ-1" NA 0.024 2 0.055 NA 0.001 2e-04 0.012 0.0055
2014-12-23 "ПСЗ-2" NA 0.032 2 0.11 NA 0.0018 0.0018 0.018 0.0095
2014-12-23 "ПСЗ-3" NA 0.03 3 0.057 0.037 0.001 0.001 0.012 0.005
2014-12-23 "ПСЗ-6" 0.05 0.024 3 0.1 NA 0.001 2e-04 0.008 0.0065
2014-12-23 "ПСЗ-7" NA 0.028 4 0.043 NA 0.0018 0.002 0.022 0.0125
2014-12-24 "ПСЗ-1" NA 0.02 2 0.115 NA 5e-04 2e-04 0.03 0.0065
2014-12-24 "ПСЗ-2" NA 0.03 2 0.065 NA 0.001 0.001 0.025 0.007
2014-12-24 "ПСЗ-3" NA 0.02 2 0.065 0.027 8e-04 2e-04 0.022 0.004
